ADU_index,ADU,essay_id,label,start_ind,end_ind,claim_type,ADU_text
T11,"Premise 1580 1714	In the past time doctors used pig heart's valve to implant, but the patient could not be alive more than 3 years after the replacement",essay012,train,1580,1714,Premise,"In the past time doctors used pig heart's valve to implant, but the patient could not be alive more than 3 years after the replacement"
T12,Premise 1459 1578	one of their inventions was related to artificial heart valves which can be count as a turning point in heart surgeries,essay012,train,1459,1578,Premise,one of their inventions was related to artificial heart valves which can be count as a turning point in heart surgeries
T13,Premise 1352 1444	Biomedical engineers could make a significant effect on increasing life expectancy the world,essay012,train,1352,1444,Premise,Biomedical engineers could make a significant effect on increasing life expectancy the world
T14,Claim 1249 1350	Another technological innovations which help people around the world is related to medical equipments,essay012,train,1249,1350,Claim,Another technological innovations which help people around the world is related to medical equipments
T1,MajorClaim 564 608	technology makes children even more creative,essay013,train,564,608,MajorClaim,technology makes children even more creative
T2,Claim 497 550	technology may have some negative effects on children,essay013,train,497,550,Claim,technology may have some negative effects on children
T3,Claim 1828 1876	technology may have negative effects on children,essay013,train,1828,1876,Claim,technology may have negative effects on children
T4,Premise 1878 1929	Technology has made life too easy for most children,essay013,train,1878,1929,Premise,Technology has made life too easy for most children
T5,"Premise 1931 2038	In comfortable conditions, children may be satisfied with the world around them and refuse to make a change",essay013,train,1931,2038,Premise,"In comfortable conditions, children may be satisfied with the world around them and refuse to make a change"
T6,Premise 617 666	technology inspires children to create new things,essay013,train,617,666,Premise,technology inspires children to create new things
T7,Premise 1290 1327	technology widen children's knowledge,essay013,train,1290,1327,Premise,technology widen children's knowledge
T8,"Premise 722 864	when they come across a high-tech product like a cellphone, they will be obsessed with its mysterious functions and eager to know how it works",essay013,train,722,864,Premise,"when they come across a high-tech product like a cellphone, they will be obsessed with its mysterious functions and eager to know how it works"
T9,Premise 668 717	Children are curious about everything around them,essay013,train,668,717,Premise,Children are curious about everything around them
